"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Negative feedback from users: Hide all","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions","Negative feedback from users: Hide"
122152724624654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/26/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02qMs6So6w61igtyu7KxpreJeuPVubFupyrYkVrjXALCkHgWU2tJeD4FeFnnje7uATl,0,0,Photos,,,,,Lifetime,1898,974,127,83,35,9,91,80,11,,,,,,,,
1185961456825525,61569634500241,"Juan365 Live Stream","Juanababe Ash","Solo live time Juankada! Pasok na sa stream, let’s vibe together!🥰🫶with @[61580337497087:2048:Juana Babe Ashley]

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",7835,"11/25/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/1185961456825525/,0,0,Live,,,,,Lifetime,9536,9032,5853,1345,3214,1294,985,985,,,,593470.041,82.529,,0,0,
122152677452654483,61569634500241,"Juan365 Live Stream","Game na, Juankada? Makipag-kulitan with your Juanababes on stream — may special surpresa pang nakaabang para sa’yo! 🎁✨

ALL-in-Juan fun, dito lang sa Juan365 Livestream!

#juanababes #Juan365livestream #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/25/2025 22:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02HTxK7oeXS2BqNNhV5DJUD8PJxEgU6tt7NkcybDwg6ySRaErLUKvK2eowWmD9RVbVl,0,0,Photos,,,,,Lifetime,2069,892,153,99,26,28,62,57,5,,,,,,,,
122152673018654483,61569634500241,"Juan365 Live Stream","Let’s do the matching game at ipakita kung gaano mo kakilala ang bawat game sa Juan365! 👀

I-COMMENT na ang tamang sagot! 👇

#juanababes #juan365livestream #juan365",,0,"11/25/2025 20:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid023RTybYUTVXADFqzd1XxNa92xZUUCvMCxVWVcR3LmC1MzVeLE77YNFoUGEihhwdRkl,0,0,Photos,,,,,Lifetime,2042,959,220,102,87,31,177,145,32,,,,,,,,
122152664906654483,61569634500241,"Juan365 Live Stream","Afternoon vibes unlocked 🌤️ Join the fun stream with Juana Babe Ashley — 3:30 PM tayo!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/25/2025 17:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0Y83hmq3V8cxAPzkUvkJiX4D8w6a5mS4HvyEMzyRJm3PAwD79k7gTbJ1pkqCN3iU5l,0,0,Photos,,,,,Lifetime,2189,1033,175,111,38,26,72,67,5,,,,,,,,
122152635986654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/25/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02145a2b1yc2mRLWGBj7wGA9cH3G7eKvCXgpk4X7BUuPemNrtcKg1de8iTwSz1yCmbl,0,0,Photos,,,,,Lifetime,6401,3477,216,131,67,18,266,189,77,,,,,,,,
122152627928654483,61569634500241,"Juan365 Live Stream","One tap is all it takes!
Dive in and unlock endless gaming excitement today! 🎮

#juanababes #juan365livestream #juan365",,0,"11/25/2025 05:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02aTuM5VPrkeRVoVNTY6D1Jx17VpDX5tcSrub5BzrQgwUDfHabCMQfxuWHAQbvez7pl,0,0,Photos,,,,,Lifetime,1757,939,110,71,29,10,68,58,10,,,,,,,,
122152619894654483,61569634500241,"Juan365 Live Stream","30 days na lang! 🎅
Sino’ng excited mag-simbang gabi, kumain ng bibingka, at mag-unbox ng gift galing kay Juan at mga Juanababes? 🎁✨

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/25/2025 02:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02hYRaUZ5nLUJzqSSDECjyV4bLZEgwBXp2BiBkU6Wn1NTJsGTgMk5jW52AQNykRwtbl,0,0,Photos,,,,,Lifetime,1701,817,129,84,29,16,63,56,7,,,,,,,,
748751951614467,61569634500241,"Juan365 Live Stream","Juana babe Zell and Jam","Live vibes! Juankada! Samahan niyo kami 🥰with Juana Babe Jamand Juana Babe Zell 

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya   #JuanKada #Juan365 #TheResponsibleJuan",9756,"11/24/2025 23:31",uploaded,https://www.facebook.com/juan365livestream/videos/748751951614467/,0,0,Live,,,,,Lifetime,11155,11284,11099,2387,5668,3044,1294,1294,,,,684106.518,79.975,,0,0,
122152578740654483,61569634500241,"Juan365 Live Stream","Happy Tuesday! Doing better ka, Juankada! 💪

#juanababes #juan365livestream #juan365",,0,"11/24/2025 20:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02KuVRETnSbkWU8XXVRVvJJALrFV53GsRMVu4EGo9s6NQdCrbpwALSKihF6r8AUYUol,0,0,Photos,,,,,Lifetime,1946,884,157,95,46,16,48,45,3,,,,,,,,
122152567616654483,61569634500241,"Juan365 Live Stream","Ready for some unexpected fun? 🔥
See you on the livestream at 3:30 PM with your Juana Babe Jam & Juana Babe Zell! 🎥✨
Don’t miss it, Juankada!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/24/2025 17:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid06z6Htyh7ZUjGKDADesLhfpLz3rfjJgXNHdNuPRUnN8dXsghDoroc9uDv3BEB75fdl,0,0,Photos,,,,,Lifetime,2523,1185,240,146,60,34,90,81,9,,,,,,,,
122152541564654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/24/2025 07:07",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02E62nNDeqwRxfGcMnXwtfyDaHJPZaaQGkEzcz2V1wUpTK6N63Rh9JYyemhAgv8tH1l,0,0,Photos,,,,,Lifetime,2360,1154,193,104,71,18,72,60,12,,,,,,,,
122152532318654483,61569634500241,"Juan365 Live Stream","Juan365 Livestream is here to turn your day around—fun, kwentuhan, and good vibes all the way!

Join us live every day and let’s make boredom a thing of the past!🔥✨

#juanababes #juan365livestream #juan365",,0,"11/24/2025 04:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0NvzYJcBXm3SY5rppjzstwhwsSMKioBgLumVh1oQ9mv4MoJfSNbL2xpMeDHBg4BRul,0,0,Photos,,,,,Lifetime,2328,1041,175,104,42,29,69,59,10,,,,,,,,
2126712044763113,61569634500241,"Juan365 Live Stream","Juanababe Ash and Zell","Streaming Live Juankada! Join the conversation with @[61580479407070:2048:Juana Babe Zell] and @[61580337497087:2048:Juana Babe Ashley] 🔊💭

#juanababes #Juan365livestream -- #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",7440,"11/23/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/2126712044763113/,0,0,Live,,,,,Lifetime,12949,13365,10005,2686,5722,1597,1620,1619,,1,,718103.213,72.033,,0,0,
122152492766654483,61569634500241,"Juan365 Live Stream","Gusto mo ng saya at thrill? Step in and level up your day — only at Juan365! 🎮
Comment ‘GAME!’ kung ready ka na to join the fun!👇

#juanababes #juan365livestream #juan365",,0,"11/23/2025 22:33",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02iVaLnuDyAFU3L9LsCsPBbPLKr1qb1Ehz9KwtgujzLdeMK1VjmYZve67dxCfFPsfwl,0,0,Photos,,,,,Lifetime,2186,850,174,98,54,22,73,68,5,,,,,,,,
122152480622654483,61569634500241,"Juan365 Live Stream","Kasing ganda ng aura ni Juanababe Sena dapat ang Monday mood natin. 

Good luck sa buong linggo, Juankada! 🌟😊

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #juan365livestream #juan365","Kasing ganda ng aura ni Juanababe Sena dapat ang Monday mood natin. 

Good luck sa buong linggo, Juankada! 🌟😊

Music used belongs to its rightful owner. No copyright infringement intended.
#juanababes #juan365livestream #juan365",19,"11/23/2025 19:00",N/A,https://www.facebook.com/juan365livestream/videos/1326788862535898/,0,0,Videos,,,,,Lifetime,910,674,146,97,31,18,60,60,,,,5196.2,7.088,0,0,0,
122152472828654483,61569634500241,"Juan365 Live Stream","Handa na ba kayo sa solid vibes, surprises, at full energy?
Kita-kits sa stream at 3:30PM🤗

Juana Babe Ashley | Juana Babe Sena 

#juanababes #Juan365livestream #Juan365PH",,0,"11/23/2025 17:05",N/A,https://www.facebook.com/juan365livestream/posts/pfbid07rsiLTHR6MQJ3UZRQy4UmCWx7EVGjqAQ7rKEdw2EjGV5hXEQHvv4buqpNjHHSng1l,0,0,Photos,,,,,Lifetime,2898,1227,257,156,63,38,91,81,10,,,,,,,,
122152446194654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/23/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0NyBDxfH2L6cnMULfYcAkZxyf5NdVnrJ45dxe7ia3YS1JvFDuA9JtikEcYXpV8Hu8l,0,0,Photos,,,,,Lifetime,2954,1280,728,104,39,585,201,98,103,,,,,,,,4
122152427540654483,61569634500241,"Juan365 Live Stream","Juankada, handa ka na ba? 😳 Ano sa tingin mo ang laman ng Mystery Box? Comment your wildest guess!

#juanababes #Juan365livestream #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"11/23/2025 03:04",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02oMtDLoDNzmMmXDzFnv9rubvkSXWYKmr7QNvEjcRqZYBEDVn2jFtuShKtxTmWVsNSl,0,0,Photos,,,,,Lifetime,2532,1143,230,114,93,23,140,131,9,,,,,,,,
1071596191650933,61569634500241,"Juan365 Live Stream","Chill mode on, Juankada!","Let’s spread the good vibes! Watch us live with @[61580361006776:2048:Juana Babe Sena] at @[61580479407070:2048:Juana Babe Zell]! 🌈",8246,"11/22/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/1071596191650933/,0,0,Live,,,,,Lifetime,12398,11648,8889,1705,5662,1522,1050,1039,,11,,590947.434,59.171,,0,0,
122152392614654483,61569634500241,"Juan365 Live Stream","Believe in yourself, Juankada! 🌟 Ang ganda ng araw na ‘to, kaya mo ‘yan!

#juanababes #juan365livestream #juan365",,0,"11/22/2025 20:05",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02vDWxhUZhMJ7Bo21bK1Pvo58ECEfSuxoWG6T3fU165dpGGsZu3iw8qNZJfWM2xwJCl,0,0,Photos,,,,,Lifetime,3093,1491,254,134,76,44,80,73,7,,,,,,,,
122152392248654483,61569634500241,"Juan365 Live Stream","Which side are you on, Juankada? ⚡️

Drop your choice sa comments!

#juanababes #juan365livestream #juan365 #AllInJuanSaSaya","Which side are you on, Juankada? ⚡️

Drop your choice sa comments!

#juanababes #juan365livestream #juan365 #AllInJuanSaSaya",15,"11/22/2025 20:00",N/A,https://www.facebook.com/juan365livestream/videos/859617703268695/,1,0,Videos,,,,,Lifetime,1116,730,237,117,86,34,89,89,,,,5097.211,5.798,0,0,0,
122152387784654483,61569634500241,"Juan365 Live Stream","📣 Juankada, mamaya na ‘to! LIVE at 3:30 PM!
Prepare your snacks, your comments, and your good vibes!😆

Juana Babe Sena | Juana Babe Zell  

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/22/2025 18:16",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0HQ2NEy1uHP37GhF7A5N7ynPJ5FtoHzhnDp4RjZB4TrE9py5jPDFVXsdAvrvqopVHl,0,0,Photos,,,,,Lifetime,1824,843,170,116,33,21,35,34,1,,1,,,,,,
122152356356654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/22/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0dh6E7KYqFZ3oeFrQtPjgYitRbWCuFrTs2SVyXdNw7Uz8dADqay8v1mKYGNNq69Ytl,0,0,Photos,,,,,Lifetime,4952,2559,206,111,55,40,355,171,170,14,,,,,,,1
122152346702654483,61569634500241,"Juan365 Live Stream","Speak Up Your Mind!
Anong laro ang nagbibigay saya sa’yo lately? 🕹

Comment mo with your Member ID, baka may magic surprise na dumating! ✨

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/22/2025 04:01",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0tjThxENZ4ugraUy8aRuzqpgsgMyyNHRpbRgxTxx77uAeDf8Ng8UT6MUrEuuNZDtpl,0,0,Photos,,,,,Lifetime,1800,873,187,90,66,31,93,84,9,,,,,,,,
122152339892654483,61569634500241,"Juan365 Live Stream","Responsible gaming starts with knowing when to stop. Keep it fun, keep it smart — play responsibly, Juankada!

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/22/2025 02:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02pL1z6y9YBH99AugbqEd1e4aDmnWJtceocXWR1vC4nXuwyghMiQ4xj7Zbbfq2d7VJl,0,0,Photos,,,,,Lifetime,3105,1442,266,130,93,43,129,83,15,31,,,,,,,
1957445268314558,61569634500241,"Juan365 Live Stream","Juanababe  Abi and Juanababe Sena","Tara sa live Juankada! let’s vibe! with @[61580716220863:2048:Juana Babe Abi] and @[61580361006776:2048:Juana Babe Sena]☺️

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",8433,"11/21/2025 23:31",uploaded,https://www.facebook.com/juan365livestream/videos/1957445268314558/,0,0,Live,,,,,Lifetime,11700,11554,7148,1559,3893,1696,1099,1060,,39,,724173.56,81.459,,0,0,
122152312886654483,61569634500241,"Juan365 Live Stream","Ready na ba kayo, Juankada?
Sino kaya ang magiging lucky? Comment na at ipakita kung ano ang deserve mo! 🔥

#juanababes #juan365livestream #juan365",,0,"11/21/2025 22:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0ZPSH22E2zw1QKdRWFC8JzLee5SbG6uXc7FWLcknzsDHRtmqMwnvydj2zUSMUucoQl,0,0,Photos,,,,,Lifetime,5034,2341,346,153,143,50,328,253,22,53,,,,,,,
122152303298654483,61569634500241,"Juan365 Live Stream","🎥 See you LIVE at 3:30 PM!
Samahan niyo ako sa chikahan at kulitan mamaya!

✨ Trio the fun kasama sina Juanababe Jam, Abi, at Sena! 💛

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/21/2025 20:07",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02mRwfy4cPRDCeCNXwQYKfbCKG4nmwg3WfCZGaDNy7QesAzaFn22JVQfX7NgaL4S7ol,0,0,Photos,,,,,Lifetime,3539,1571,303,184,76,43,104,90,14,,,,,,,,
122152271432654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/21/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid023odpJgghxFkLsXMuEjMuZjcu6EFPSAY6jmG7xjFyxf2yp3QQUvBBrKQhVGdUWctLl,0,0,Photos,,,,,Lifetime,2282,1198,194,111,55,28,73,61,12,,,,,,,,
122152262030654483,61569634500241,"Juan365 Live Stream","Let’s make it a fun Friday — anong gagawin mo?🫣

#juanababes #juan365livestream #juan365",,0,"11/21/2025 04:05",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02ZTNDtrrf9VSR9xKMEeUvnKX9USY4mL1111LBeTkVDNGmXyxCPEk1rWcqWny8GCPtl,0,0,Photos,,,,,Lifetime,1319,685,150,87,42,21,42,37,5,,,,,,,,
122152257902654483,61569634500241,"Juan365 Live Stream","Kung saan may tawanan, kwentuhan, kulit time, at walang sawang good vibes everyday — nandito ‘yan sa Juan365 Livestream!

Happiness Guaranteed. 🤩

#juanababes #Juan365livestream #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"11/21/2025 02:30",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0dbxVgZSKn12ckLvZuvH8mVcjfGFsw7UxAoArea117Zzp68o2FyjmkJYf7ujipjDyl,0,0,Photos,,,,,Lifetime,1480,773,164,94,53,17,62,56,6,,,,,,,,
2589330214776977,61569634500241,"Juan365 Live Stream","Juanababe Abi and Sena","Araw ng good vibes Juankada! dito lang sa live! with @[61580716220863:2048:Juana Babe Abi] and @[61580361006776:2048:Juana Babe Sena]😊🥰

#juanababes #Juan365livestream #Juan365PH #Juan365 #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #juantambayan",8017,"11/20/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/2589330214776977/,0,0,Live,,,,,Lifetime,10779,9327,9441,3065,4527,1849,1014,1006,,8,,611791.854,75.038,,0,0,
122152219280654483,61569634500241,"Juan365 Live Stream","Ganitong energy pag Friday na — HELLO WEEKEND! 💃😎

#juanababes #juan365livestream #juan365","Ganitong energy pag Friday na — HELLO WEEKEND! 💃😎

#juanababes #juan365livestream #juan365",11,"11/20/2025 20:00",N/A,https://www.facebook.com/reel/1474241250304628/,1,0,Reels,,,,,Lifetime,1374,781,165,102,42,21,61,61,,,,6938.399,6.938,0,,0,
122152213952654483,61569634500241,"Juan365 Live Stream","LIVE mamaya kasama si Juana Babe Abi and Juana Babe Sena  🔥
Double the energy, double the fun—sama na sa kulitan at mas exciting na livestream!

#juanababes #Juan365livestream #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan",,0,"11/20/2025 18:26",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02GJnp8Q8EKnVrtSbtLc4vTJw1KEyvSCtwAKU8qxiUsx2hqyVrprmE886FZdwSnpT6l,0,0,Photos,,,,,Lifetime,2264,1001,190,123,47,20,60,55,5,,,,,,,,1
122152185326654483,61569634500241,"Juan365 Live Stream","Celebrating all the winners today! 🎉
Keep the fun alive, play with heart, and stay responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH
#AllInJuanSaSaya #JuanKada #Juan365 #TheResponsibleJuan",,0,"11/20/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid035h4cQY2ikJ2TmXfTCqYnguxu1mwpuZNHEj5bZEAtVr4AjkeFGy2HDBhUzAcqUrXUl,0,0,Photos,,,,,Lifetime,2540,1294,194,98,73,23,124,109,15,,,,,,,,1
122152177430654483,61569634500241,"Juan365 Live Stream","Bugtong time: “Ano ang hindi umaalis pero laging nawawala?”
Wrong answers only—let’s see your funniest ideas! 😆💬

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/20/2025 05:01",N/A,https://www.facebook.com/juan365livestream/posts/pfbid02n5qcN9s5in5trEuYmsVcnwp29JxQQHvXaZMfzMFQmC4wUxqfGBw8nEz2XSwKDUgjl,0,0,Photos,,,,,Lifetime,2974,1470,266,121,128,17,276,255,21,,,,,,,,1
122152152146654483,61569634500241,"Juan365 Live Stream","Juan365 Live Stream updated their cover photo.",,0,"11/19/2025 23:49",N/A,https://www.facebook.com/photo.php?fbid=122152152146654483&set=a.122097244610654483&type=3,0,0,Photos,,,,,Lifetime,19,18,101,72,14,15,0,,,,,,,,,,
2184896375366592,61569634500241,"Juan365 Live Stream","JuanaBabe Abi","Tara Juankada, real-time kwentuhan! with your @[61580716220863:2048:Juana Babe Abi] 💬😊

#juanababes #Juan365livestream #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #juantambayan",8112,"11/19/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/2184896375366592/,0,0,Live,,,,,Lifetime,12281,11761,11283,3716,5529,2038,1185,1182,,3,,792996.33,84.721,,0,0,
122152139906654483,61569634500241,"Juan365 Live Stream","Craving happiness? Don’t wait—tap the Juan365 app now and join the fun! 🔥📲

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/19/2025 22:10",N/A,https://www.facebook.com/juan365livestream/posts/pfbid058dTDZ2t3fBcMZQimg7AVFw8Aipy2aNwnzDXgA52cwy4HzVRbfSK1irveQCBGYA8l,0,0,Photos,,,,,Lifetime,1763,964,157,83,52,22,65,63,2,,,,,,,,
122152127210654483,61569634500241,"Juan365 Live Stream","🚨 LIVE at 3:30 PM!
Join Juana Babe Abi  for today’s livestream! Tap in and vibe with us! 🌟

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/19/2025 19:10",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0215ptibTGcp3xyhCZJU7MyinYrVTBR8p7dT9mLufd1EgcR9AuVq9G4ZuDcR3AtZBfl,0,0,Photos,,,,,Lifetime,2469,1286,211,124,59,28,124,89,13,22,,,,,,,
122152081130654483,61569634500241,"Juan365 Live Stream","Cheers to today’s lucky winners! 🎉
T uloy lang ang saya — play smart, play with heart, and stayTuloy lang ang saya — play smart, play with heart, and stay#theresponsiblejuan responsible! 💖🎮

#juanababes #Juan365livestream #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365",,0,"11/19/2025 07:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0imJVx5AaSMyUBSTrrbFpJjZKbsEBmaUmMSbeJTSyJo9yB4FjsUrThd9ashWNpc6ml,0,0,Photos,,,,,Lifetime,2017,1014,169,97,54,18,67,59,8,,,,,,,,
1128995219400174,61569634500241,"Juan365 Live Stream","Huy Juankada, ready na ba? Tune in and ride the fun","Huy Juankada, ready na ba? Tune in and ride the fun with @[61580716220863:2048:Juana Babe Abi], @[61580337497087:2048:Juana Babe Ashley] & @[61580479407070:2048:Juana Babe Zell]!

#juanababes #Juan365livestream #Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TheResponsibleJuan #juantambayan",7743,"11/18/2025 23:30",uploaded,https://www.facebook.com/juan365livestream/videos/1128995219400174/,0,0,Live,,,,,Lifetime,9706,9228,6710,1304,3740,1666,982,981,,1,,444162.84,59.699,,0,0,
122152031132654483,61569634500241,"Juan365 Live Stream","Juankada, narito na ang mechanics para maka-sali sa Mas Pinasaya, Mas Pinaganda, at Mas Pinaraming Surpresa ni Juan! 🥳🤩

Don’t forget — more shares, more chances of winning, kaya ishare niyo na ng ishare! 💥

Ready na ba kayong manalo — LIVE sa Juan365 Livestream 😉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #SurpresaNiJuanVer2",,0,"11/18/2025 22:32",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0ATasAuBJQBeLPBFEHFNbSLHtCsyqtxwC43PHkQSPWPF19oNsZkgpejLArWje4f4Xl,0,1,Text,,,,,Lifetime,,520,137,101,36,0,36,34,,2,,,,,,,
122152029164654483,61569634500241,"Juan365 Live Stream","Juankada fam! Gusto naming marinig kayo—i-share kung proud Juankada ka! 🧡🤗

#juanababes #juan365livestream #juan365 #juan36 #AllInJuanSaSaya",,0,"11/18/2025 22:00",N/A,https://www.facebook.com/juan365livestream/posts/pfbid0EMYKdTN73ALidpL4dzCDChb53LF7K4y5ZeyJFWgafxSE37LMbcMWbE8AeXsYCmYcl,0,0,Photos,,,,,Lifetime,2684,1171,230,119,63,48,136,111,11,14,,,,,,,
